Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.09931868314743042,0.09975047954479015,0.09931868314743042,0.09931868314743042,469033600
1980-12-15 00:00:00-05:00,0.09456893589136588,0.09456893589136588,0.09413713961839676,0.09413713961839676,175884800
1980-12-16 00:00:00-05:00,0.08765947781863051,0.08765947781863051,0.08722768723964691,0.08722768723964691,105728000
1980-12-17 00:00:00-05:00,0.08938664942979813,0.0898184457634152,0.08938664942979813,0.08938664942979813,86441600
1980-12-18 00:00:00-05:00,0.09197820723056793,0.09240999788682971,0.09197820723056793,0.09197820723056793,73449600
1980-12-19 00:00:00-05:00,0.09759148210287094,0.09802327838083041,0.09759148210287094,0.09759148210287094,48630400
1980-12-22 00:00:00-05:00,0.10234124213457108,0.10277381108203633,0.10234124213457108,0.10234124213457108,37363200
1980-12-23 00:00:00-05:00,0.10665993392467499,0.10709173026364735,0.10665993392467499,0.10665993392467499,46950400
1980-12-24 00:00:00-05:00,0.11227323859930038,0.11270503488773931,0.11227323859930038,0.11227323859930038,48003200
1980-12-26 00:00:00-05:00,0.12263698130846024,0.12306877734481435,0.12263698130846024,0.12263698130846024,55574400
1980-12-29 00:00:00-05:00,0.12436418235301971,0.12479597848808363,0.12436418235301971,0.12436418235301971,93161600
1980-12-30 00:00:00-05:00,0.12177343784606025,0.12177343784606025,0.12134165316820145,0.12134165316820145,68880000
1980-12-31 00:00:00-05:00,0.11831909942968186,0.11831909942968186,0.11788730323314667,0.11788730323314667,35750400
1981-01-02 00:00:00-05:00,0.11918269097805023,0.12004628344855205,0.11918269097805023,0.11918269097805023,21660800
1981-01-05 00:00:00-05:00,0.11702374498337888,0.11702374498337888,0.11659196019172667,0.11659196019172668,35728000
1981-01-06 00:00:00-05:00,0.11184138571819331,0.11184138571819331,0.11140958964824677,0.11140958964824677,45158400
1981-01-07 00:00:00-05:00,0.10709173026364735,0.10709173026364735,0.10665993392467499,0.10665993392467499,55686400
1981-01-08 00:00:00-05:00,0.10493275652793296,0.10493275652793296,0.10450097173452377,0.10450097173452377,39827200
1981-01-09 00:00:00-05:00,0.11011428385972977,0.11054608020766243,0.11011428385972977,0.11011428385972977,21504000
1981-01-12 00:00:00-05:00,0.11011427561364939,0.11011427561364939,0.10925069451332092,0.10925069451332092,23699200
1981-01-13 00:00:00-05:00,0.10579632003335994,0.10579632003335994,0.10536452382802963,0.10536452382802963,23049600
